store_name,sale_date,sales_amount,product_category
Store_A,2021-01-15 01:21:42,1053.77,Toys
Store_D,2022-06-19 16:19:36,469.41,Toys
Store_B,2020-09-29 01:38:08,193.0,Groceries
Store_B,2021-01-19 12:37:23,1478.34,Toys
Store_E,NULL,1861.42,Groceries
Store_D,2022-10-23 05:25:01,948.69,Groceries
Store_D,2020-04-28 06:06:04,889.16,Furniture
Store_B,2020-10-25 22:06:51,945.34,Furniture
Store_E,2021-12-18 09:19:45,589.99,Electronics
Store_B,2022-02-21 07:14:39,1572.35,Toys
Store_E,2021-12-23 16:00:01,573.42,Clothing
Store_E,2022-12-16 22:22:35,1733.48,Clothing
Store_E,2022-01-15 13:09:37,1969.33,Toys
Store_C,2021-04-22 04:21:15,381.66,Furniture
Store_E,2020-10-11 16:29:02,1895.94,Clothing
Store_D,2020-12-20 02:33:02,946.79,Electronics
Store_D,2020-09-06 21:19:18,1133.27,Electronics
Store_A,2022-02-08 18:09:52,1823.56,Groceries
Store_E,2020-06-01 05:48:24,420.11,Clothing
Store_B,2020-09-27 15:14:00,910.83,Furniture
Store_D,2021-09-05 14:48:23,1452.2,Groceries
Store_A,2020-06-09 12:26:06,1747.49,Furniture
Store_B,2022-07-25 16:45:32,1020.31,Groceries
Store_A,2022-08-23 14:25:45,965.66,Groceries
Store_A,NULL,1786.3,NULL
Store_B,NULL,1550.13,Clothing
Store_C,2020-08-20 23:00:01,631.2,Toys
Store_E,NULL,1309.88,Electronics
Store_D,2020-04-23 03:13:54,1379.01,Furniture
Store_C,NULL,645.39,Electronics
Store_B,2022-04-09 00:15:33,831.45,Clothing
Store_A,2021-03-02 10:18:14,1605.01,Toys
Store_D,2020-05-31 14:21:36,800.44,Clothing
Store_B,2020-10-22 18:08:24,1371.13,Toys
Store_C,2020-01-13 10:21:44,852.0,Toys
Store_C,2021-10-04 08:36:00,100.82,Electronics
Store_A,2022-03-17 20:26:10,1329.81,Groceries
Store_C,2020-02-10 01:56:28,183.98,Groceries
Store_A,2021-11-21 07:29:41,183.6,Electronics
Store_B,2021-04-11 20:14:09,1593.59,Toys
Store_B,NULL,702.57,Electronics
Store_D,2020-07-30 01:42:58,1943.76,Clothing
Store_E,2021-05-08 18:11:24,1419.47,Toys
Store_D,2021-12-17 20:04:26,1180.78,Groceries
Store_B,2021-01-28 11:30:05,1508.13,Electronics
Store_C,2022-11-26 14:00:02,1486.12,Electronics
Store_B,2020-01-05 23:26:42,1929.32,Electronics
Store_A,2022-12-08 05:26:55,1663.31,Furniture
Store_B,NULL,605.98,Groceries
Store_E,2022-04-14 14:30:38,785.78,Toys
Store_B,2022-04-12 01:07:14,1680.28,Electronics
Store_C,2022-04-22 22:55:51,1562.27,Clothing
Store_C,2021-01-15 09:45:07,1634.66,Toys
Store_C,2020-04-05 11:07:46,901.65,Toys
Store_A,2020-08-26 01:46:11,291.98,Electronics
Store_C,2021-02-05 20:36:38,629.4,Electronics
Store_B,2021-05-01 14:14:10,1151.89,NULL
Store_D,2021-12-30 10:08:03,1460.77,Groceries
Store_B,2020-10-11 16:31:26,744.27,Clothing
Store_B,NULL,81.91,Groceries
Store_D,2020-06-29 08:43:30,1023.67,Toys
Store_C,2022-10-07 08:48:03,890.28,Toys
Store_A,2022-04-22 00:19:33,936.73,Clothing
Store_C,2021-03-05 18:58:39,1975.2,Electronics
Store_C,2021-12-24 14:12:36,1288.51,Clothing
Store_D,2021-01-07 23:55:19,1169.61,Electronics
Store_A,2020-11-27 10:33:22,458.91,Clothing
Store_C,2021-08-13 06:46:01,935.98,Groceries
Store_E,2021-07-03 06:42:34,1792.35,Clothing
Store_D,2022-09-28 15:31:18,623.09,Clothing
Store_E,2020-04-05 10:58:28,51.99,Electronics
Store_E,2022-07-15 20:10:08,1669.64,Groceries
Store_B,2022-04-19 21:32:58,1565.46,Clothing
Store_B,2020-06-15 02:37:53,1436.77,Clothing
Store_E,2021-11-06 16:13:38,429.79,NULL
Store_E,NULL,1100.7,Groceries
Store_E,2021-03-13 11:01:11,1837.36,Toys
Store_E,2021-03-15 13:49:44,1076.31,Furniture
Store_A,NULL,650.97,Clothing
Store_A,2022-03-11 16:48:15,216.47,Toys
Store_B,2021-04-13 02:34:09,273.9,Furniture
Store_E,NULL,306.15,Clothing
Store_E,2020-01-08 23:45:15,1956.1,Furniture
Store_E,2021-08-01 16:38:46,1097.74,Groceries
Store_C,2021-01-25 06:17:23,39.01,NULL
Store_A,2020-01-29 23:35:28,1078.88,Clothing
Store_B,2021-03-05 11:23:26,1235.12,Electronics
Store_B,2020-10-05 16:51:31,1496.19,Groceries
Store_E,2021-03-02 08:36:33,159.61,Furniture
Store_D,NULL,1205.3,Groceries
Store_B,2020-10-29 22:13:36,743.65,Clothing
Store_D,2021-04-02 10:44:41,872.62,Furniture
Store_E,2021-02-24 11:26:13,1791.95,Clothing
Store_E,2021-10-30 00:33:09,1677.94,Electronics
Store_A,2020-01-09 12:55:41,1451.8,Toys
Store_A,2020-11-12 02:26:50,383.25,Furniture
Store_A,2022-11-13 22:46:47,1374.41,Clothing
Store_E,2020-07-30 00:38:34,1004.08,Clothing
Store_D,2022-05-29 01:51:49,655.04,Electronics
Store_D,2021-07-20 14:29:53,1151.27,Electronics
Store_C,2020-05-28 05:41:05,1766.58,Electronics
Store_E,2020-03-13 17:11:35,1974.55,Electronics
Store_B,2021-11-25 09:44:24,613.92,Toys
Store_C,2021-04-01 15:45:54,843.77,Electronics
Store_D,2022-12-14 20:55:23,857.9,Clothing
Store_D,NULL,17.03,Furniture
Store_B,2021-08-13 08:40:25,1272.0,Electronics
Store_A,2020-04-20 07:02:30,493.18,Furniture
Store_A,2021-01-03 04:49:56,1972.88,Groceries
Store_A,2020-04-07 15:40:04,899.56,Clothing
Store_A,2020-04-30 19:22:34,785.55,Clothing
Store_A,2022-03-19 15:35:50,977.28,Clothing
Store_E,2020-09-30 06:20:48,1003.96,Toys
Store_E,2020-11-29 23:47:23,1112.8,Clothing
Store_D,2022-10-22 07:53:18,1861.11,Clothing
Store_D,2022-05-03 00:37:19,1886.91,Groceries
Store_D,NULL,1450.51,Groceries
Store_E,2020-02-21 19:18:58,746.73,Groceries
Store_B,2020-12-16 08:21:18,1752.28,Furniture
Store_B,2020-01-19 11:45:22,411.77,Groceries
Store_E,2022-06-01 10:08:48,937.52,Furniture
Store_C,2020-02-25 17:37:38,1986.02,Clothing
Store_D,2020-09-18 11:50:17,199.03,Clothing
Store_C,2020-07-27 04:02:45,1990.99,Toys
Store_A,2022-12-07 19:00:48,1591.28,Toys
Store_E,2021-08-26 02:10:17,302.14,Furniture
Store_C,NULL,1423.31,Groceries
Store_E,2020-06-21 02:16:26,433.7,Groceries
Store_C,2022-03-24 09:28:51,321.79,Toys
Store_A,2020-03-03 08:54:52,1681.72,Clothing
Store_E,2020-11-17 08:02:47,211.04,Electronics
Store_A,2021-08-29 15:48:10,1463.75,Clothing
Store_D,2020-07-08 09:13:53,108.36,Furniture
Store_A,2022-01-29 22:40:26,821.15,Toys
Store_D,NULL,1145.08,Toys
Store_A,2020-03-31 23:52:52,1745.19,Toys
Store_D,2020-04-20 23:24:31,247.3,Groceries
Store_D,2021-12-04 11:25:37,352.38,Electronics
Store_A,NULL,930.58,Clothing
Store_E,2021-04-05 05:05:42,820.76,Toys
Store_A,2021-02-08 20:15:40,1136.19,Furniture
Store_E,2022-08-20 15:44:50,1977.51,Toys
Store_A,2020-08-09 10:23:14,92.73,NULL
Store_E,2020-05-30 18:55:20,1021.51,Clothing
Store_C,2022-04-11 06:14:58,1094.25,Furniture
Store_A,2022-05-10 16:57:10,1528.25,Electronics
Store_B,2022-09-02 10:08:02,730.18,Furniture
Store_D,2020-01-14 10:54:59,1792.2,Toys
Store_B,2022-09-28 04:59:28,1069.96,Groceries
Store_C,2022-03-24 02:39:52,1076.0,Clothing
Store_C,2020-02-12 20:47:40,1861.08,Toys
Store_C,2022-01-06 13:45:09,1399.79,Electronics
Store_A,2020-10-07 15:02:13,810.14,Toys
Store_D,2021-12-25 16:47:38,358.41,Clothing
Store_E,2021-05-13 01:50:45,1138.97,Toys
Store_B,2022-11-08 01:58:40,474.68,Clothing
Store_B,2021-09-26 14:56:09,187.62,Toys
Store_B,2021-06-22 20:20:33,1277.17,NULL
Store_D,2020-09-27 00:16:16,944.7,Toys
Store_C,NULL,228.32,Groceries
Store_C,2021-10-14 03:34:52,71.82,Toys
Store_B,2021-10-05 13:13:38,860.91,Electronics
Store_B,2022-10-19 12:42:52,510.97,NULL
Store_E,NULL,197.38,NULL
Store_E,2021-05-09 18:01:18,641.1,Groceries
Store_D,NULL,1873.48,Toys
Store_D,2020-02-23 04:08:42,1711.81,Furniture
Store_E,2022-12-22 17:32:21,1865.2,Furniture
Store_B,2022-09-12 02:50:40,1929.55,Groceries
Store_C,2020-10-05 04:25:48,591.81,Groceries
Store_C,2022-07-14 01:54:18,257.39,Electronics
Store_C,2022-12-28 08:10:25,386.64,Furniture
Store_C,NULL,503.44,Furniture
Store_B,2020-04-01 10:28:50,1261.33,Electronics
Store_E,2022-04-11 00:34:08,1815.16,Furniture
Store_E,NULL,1651.21,Clothing
Store_B,2020-08-10 15:49:21,345.5,Electronics
Store_B,2022-10-01 12:55:01,541.39,Electronics
Store_C,2021-07-07 20:31:46,237.33,NULL
Store_B,2021-03-09 20:23:21,1594.01,NULL
Store_E,2022-01-01 19:56:39,309.78,Electronics
Store_C,2021-07-24 22:29:59,875.24,Clothing
Store_E,2020-06-08 09:01:43,1873.73,Groceries
Store_A,NULL,1165.45,Toys
Store_B,2021-04-01 09:09:24,644.57,NULL
Store_A,2021-06-06 22:19:25,1948.97,Furniture
Store_E,2020-04-09 03:54:08,1671.89,Toys
Store_D,2022-03-05 00:33:52,609.31,Groceries
Store_A,2022-12-05 22:51:58,1305.77,Clothing
Store_C,2022-10-12 09:21:28,1597.56,Electronics
Store_B,2020-11-26 05:44:35,1618.49,Clothing
Store_E,2021-05-06 10:34:07,1266.7,Clothing
Store_B,2021-07-14 23:10:23,1839.37,Groceries
Store_C,2021-12-07 07:17:18,1804.14,Clothing
Store_B,2021-03-24 20:05:50,369.6,Electronics
Store_E,2021-03-26 00:59:57,1639.54,Electronics
Store_D,2022-02-17 17:59:04,300.91,Electronics
Store_D,2021-01-02 17:55:36,1270.49,Furniture
Store_C,2021-06-29 23:03:32,550.42,Clothing
Store_C,2020-11-17 19:22:59,63.88,Furniture
Store_D,2020-04-27 13:16:24,1662.02,Clothing
Store_E,2020-06-05 08:17:20,672.66,Toys
Store_E,2022-04-17 02:17:44,277.25,Electronics
Store_D,2021-09-02 13:47:41,166.68,Toys
Store_B,2021-10-13 07:47:09,1671.69,Electronics
Store_B,2021-07-03 19:45:52,1211.48,Toys
Store_B,2022-03-10 13:44:48,1316.15,NULL
Store_D,2021-10-07 08:48:43,351.8,Electronics
Store_B,2021-02-07 03:18:54,1638.32,Electronics
Store_C,NULL,1187.33,Furniture
Store_A,2021-06-13 13:05:12,1138.42,Toys
Store_D,2021-08-24 05:58:31,1243.17,Groceries
Store_C,2022-01-27 09:42:18,1321.28,Electronics
Store_D,2022-10-02 14:56:45,757.4,Clothing
Store_A,2022-03-18 22:23:11,494.13,Clothing
Store_D,2020-12-17 18:22:14,389.24,Toys
Store_A,2021-04-18 08:16:14,736.54,Groceries
Store_A,2022-01-12 09:17:14,75.12,Clothing
Store_C,2022-08-20 11:33:22,1036.4,NULL
Store_A,2020-01-12 20:39:29,1371.07,Toys
Store_A,2022-10-28 20:15:03,1700.89,Clothing
Store_C,2020-12-29 11:31:45,1145.23,NULL
Store_E,NULL,1839.75,Furniture
Store_C,2022-03-10 17:20:17,924.18,NULL
Store_B,NULL,1988.11,Toys
Store_C,2022-01-14 09:29:00,497.53,Electronics
Store_E,2021-09-15 23:40:56,1350.27,Groceries
Store_A,2021-07-23 11:50:41,1031.28,Electronics
Store_D,2021-12-28 01:28:58,355.77,Clothing
Store_A,2022-06-18 10:03:28,1453.88,Toys
Store_C,2021-09-19 16:25:00,1489.03,Furniture
Store_C,2022-12-09 00:47:09,577.75,NULL
Store_C,2020-02-04 23:23:30,1487.1,Groceries
Store_E,2021-02-26 08:07:44,398.96,Toys
Store_E,2020-07-26 01:48:53,1176.58,Clothing
Store_A,NULL,447.0,Groceries
Store_C,2020-06-29 06:50:06,318.44,Toys
Store_B,2022-01-10 18:24:23,1842.04,Electronics
Store_E,2022-11-23 06:56:40,706.58,Groceries
Store_A,2021-04-16 22:01:58,634.27,Toys
Store_E,2022-05-27 11:43:45,729.86,Clothing
Store_D,2020-10-29 12:10:54,735.57,Clothing
Store_D,2022-03-29 19:00:23,1987.9,Furniture
Store_A,2020-06-18 08:47:27,1950.38,Toys
Store_C,2022-07-22 18:32:37,17.58,Clothing
Store_D,2021-12-10 18:12:28,1556.73,Groceries
Store_E,2021-03-18 15:04:49,1304.47,Electronics
Store_E,2022-03-14 19:24:18,485.73,Electronics
Store_E,2022-05-28 08:03:46,1438.07,NULL
Store_D,2020-10-26 01:16:41,295.93,Furniture
Store_B,2021-08-02 23:06:55,1326.59,Electronics
Store_B,2021-06-13 09:24:28,800.33,Groceries
Store_A,2021-02-26 09:11:54,195.24,Clothing
Store_D,2022-06-26 23:38:57,1547.11,Electronics
Store_C,2020-04-06 04:33:18,180.91,Groceries
Store_C,NULL,1307.85,Groceries
Store_C,2020-08-29 02:57:06,1726.99,Groceries
Store_A,2021-08-18 12:54:46,1898.06,Groceries
Store_D,2022-07-13 13:43:25,1287.03,Electronics
Store_E,2021-09-18 17:05:00,1983.08,Electronics
Store_B,2021-04-10 09:52:52,1195.0,Furniture
Store_B,2020-06-15 13:52:09,932.03,NULL
Store_D,2020-08-29 06:08:24,1705.43,Toys
Store_E,2020-03-06 09:51:04,984.99,Groceries
Store_A,2021-11-22 05:39:06,12.26,Clothing
Store_D,2020-09-16 09:55:41,46.17,Furniture
Store_A,2020-12-03 04:39:14,385.07,Clothing
Store_E,2020-10-28 05:38:15,243.17,Clothing
Store_B,2021-06-08 18:27:19,1390.36,Furniture
Store_C,2020-06-17 16:39:07,226.39,Groceries
Store_B,2020-03-26 14:49:56,1478.84,NULL
Store_A,2021-02-09 16:31:31,50.46,Furniture
Store_E,2021-08-13 03:07:38,1671.45,Clothing
Store_D,2021-08-27 02:46:13,789.09,Groceries
Store_A,2022-06-14 15:00:34,1282.98,Groceries
Store_B,2022-05-30 17:04:22,1235.65,Toys
Store_D,2020-02-13 14:29:53,274.95,Clothing
Store_D,2022-05-17 15:17:44,274.62,Groceries
Store_A,2020-09-28 05:18:25,1935.58,Electronics
Store_E,NULL,1581.59,Electronics
Store_C,NULL,1107.22,NULL
Store_B,2022-05-07 15:02:12,1313.87,Furniture
Store_E,2021-01-05 14:20:23,1484.76,Electronics
Store_D,2020-03-02 00:03:59,873.42,Clothing
Store_C,2020-06-23 16:18:55,1718.57,Furniture
Store_E,2020-10-24 22:30:45,140.68,Furniture
Store_E,2022-06-12 08:05:01,30.0,Clothing
Store_D,2022-04-03 21:36:33,513.03,Groceries
Store_B,NULL,815.49,Toys
Store_C,2021-11-01 22:47:39,1716.84,Furniture
Store_D,2022-06-10 18:53:20,72.67,Electronics
Store_C,2020-01-25 18:54:30,1728.9,Furniture
Store_E,NULL,1292.75,Groceries
Store_B,NULL,1725.89,Clothing
Store_C,2021-01-25 15:01:23,743.22,Clothing
Store_D,NULL,317.84,Groceries
Store_A,2021-07-02 21:04:00,431.64,Toys
Store_D,2020-11-12 16:41:02,1838.22,Groceries
Store_B,2021-01-26 22:11:57,174.74,Electronics
Store_D,2022-06-01 05:41:29,1441.08,Clothing
Store_D,2021-03-15 14:11:24,842.67,Clothing
Store_E,2021-03-08 15:51:45,1203.48,Toys
Store_B,2022-12-20 01:54:58,459.38,Electronics
Store_E,2021-03-20 20:05:38,883.0,NULL
Store_E,2022-12-13 07:14:07,647.36,Toys
Store_D,2022-10-16 04:22:28,1442.02,Groceries
Store_D,2020-11-05 12:28:03,394.75,Furniture
Store_B,2021-10-04 06:38:02,111.25,Electronics
Store_B,2021-02-12 21:52:49,332.84,NULL
Store_D,2021-08-01 17:40:53,685.67,Toys
Store_C,2022-05-28 16:16:47,1748.23,Groceries
Store_B,2022-10-24 20:41:41,384.1,Clothing
Store_A,NULL,184.84,Electronics
Store_A,2021-09-15 22:14:55,1956.52,Groceries
Store_D,NULL,1870.98,Electronics
Store_D,2021-04-06 22:02:04,1153.18,NULL
Store_C,2022-12-14 02:50:41,1082.41,Electronics
Store_D,2022-03-02 20:34:58,1335.93,Furniture
Store_C,2022-09-02 04:12:24,1107.64,Toys
Store_C,2021-03-03 12:24:49,111.85,Furniture
Store_A,2021-11-19 11:05:36,305.61,Electronics
Store_D,2020-06-11 05:55:35,196.06,Clothing
Store_E,2020-04-27 11:53:28,614.26,NULL
Store_D,2021-08-31 18:27:49,205.37,Toys
Store_B,2020-02-27 11:42:47,280.06,Clothing
Store_A,2022-03-01 14:41:35,152.47,Toys
Store_D,2022-03-19 11:03:33,473.26,Furniture
Store_E,2021-04-18 10:58:51,1661.77,Electronics
Store_E,2021-05-05 13:08:59,98.76,Furniture
Store_C,2020-01-14 15:33:59,121.86,Electronics
Store_E,2021-10-21 06:06:08,993.45,Toys
Store_C,2021-01-13 10:32:10,1019.17,Furniture
Store_A,2022-01-16 01:42:41,528.9,Groceries
Store_D,2020-06-20 17:30:33,146.82,Clothing
Store_D,2020-09-09 14:51:12,514.67,Clothing
Store_E,2022-11-07 09:07:45,849.34,Groceries
Store_B,2021-09-12 02:21:23,278.45,Toys
Store_C,2021-06-22 12:09:19,1207.33,Clothing
Store_B,2021-05-19 11:53:39,1068.41,Furniture
Store_D,2020-05-26 12:31:51,596.51,Electronics
Store_E,2020-04-10 17:28:41,1707.06,Clothing
Store_B,2021-01-22 03:35:48,157.59,Groceries
Store_D,2022-12-07 15:04:49,949.91,Electronics
Store_D,2022-03-19 10:34:10,949.6,Clothing
Store_D,2020-01-06 01:54:24,169.23,Electronics
Store_B,2020-12-06 08:49:18,249.87,Furniture
Store_A,2022-06-21 14:26:46,1886.2,Furniture
Store_B,2021-12-13 10:30:45,693.36,Clothing
Store_E,2022-03-05 21:56:49,1495.77,NULL
Store_B,2020-11-17 00:30:29,668.07,Furniture
Store_A,2022-05-21 12:33:54,600.6,NULL
Store_B,2022-05-09 21:35:02,1764.62,Toys
Store_A,2021-05-27 16:58:22,1297.65,Groceries
Store_D,2021-06-22 03:31:12,216.31,Toys
Store_E,2022-11-11 14:04:16,1671.99,Toys
Store_A,2020-05-10 22:54:57,1652.82,Groceries
Store_E,2020-08-26 00:57:34,847.53,Groceries
Store_E,2020-07-19 05:45:35,537.88,Furniture
Store_E,2021-02-09 00:19:31,510.41,Furniture
Store_B,2022-12-25 18:05:45,13.44,Toys
Store_E,2021-01-30 06:06:41,554.83,Electronics
Store_E,2021-05-25 00:03:56,176.23,Electronics
Store_C,2021-12-16 10:43:49,1976.53,Groceries
Store_C,2021-01-19 20:29:08,1704.79,Clothing
Store_D,2021-05-05 19:10:21,467.5,Furniture
Store_D,2020-01-05 20:47:10,1471.51,Groceries
Store_A,2021-12-25 03:10:49,1692.32,Clothing
Store_C,2021-01-07 09:29:48,819.62,NULL
Store_E,2022-01-26 20:24:37,657.82,Electronics
Store_B,2022-11-18 06:22:26,203.13,Furniture
Store_D,2022-02-12 14:41:13,1690.73,Toys
Store_D,NULL,1976.91,Toys
Store_D,2022-07-04 00:52:42,225.7,Toys
Store_C,2022-03-17 19:48:51,261.65,NULL
Store_C,2021-01-10 04:53:47,271.24,Groceries
Store_A,2020-03-08 05:58:07,412.63,Toys
Store_C,2021-11-21 23:47:58,936.68,Toys
Store_B,2021-08-18 11:07:27,384.83,Toys
Store_D,2021-07-01 16:24:32,1817.46,Furniture
Store_B,2021-04-27 15:57:15,1621.66,Electronics
Store_D,2022-08-19 14:47:42,1013.44,NULL
Store_D,2022-10-21 07:18:09,895.85,NULL
Store_C,2022-08-10 22:41:14,761.32,NULL
Store_A,2022-05-16 13:22:02,945.11,Electronics
Store_B,2021-01-14 21:48:48,808.23,Toys
Store_B,2022-10-30 02:44:06,425.1,Furniture
Store_E,2021-11-13 04:47:45,721.97,NULL
Store_D,2021-05-12 21:44:30,511.19,Furniture
Store_A,2020-09-17 18:27:17,991.74,Furniture
Store_C,2021-02-25 07:07:45,1841.05,Toys
Store_B,2020-12-02 23:38:16,1858.33,Groceries
Store_C,2020-01-07 19:01:12,1095.45,Furniture
Store_D,2020-04-03 01:56:45,1914.89,Toys
Store_E,2020-07-29 05:59:40,1505.24,Furniture
Store_A,NULL,1742.48,Electronics
Store_E,2021-04-08 04:19:49,1524.02,Groceries
Store_A,2020-09-28 17:56:31,436.68,Clothing
Store_D,2022-04-24 03:13:43,1270.43,Clothing
Store_C,2022-07-23 20:50:55,694.3,Electronics
Store_B,2021-11-12 18:05:27,620.43,Toys
Store_C,2021-09-02 01:01:20,406.31,Furniture
Store_E,2020-01-18 08:32:29,592.68,Furniture
Store_B,2021-08-24 18:00:00,1932.31,Electronics
Store_E,2021-10-28 23:43:05,1501.08,Groceries
Store_C,2020-04-10 01:49:40,700.13,Groceries
Store_A,2020-12-05 10:54:47,1881.35,Furniture
Store_B,NULL,1432.31,Groceries
Store_D,2022-10-16 17:53:12,1903.05,Furniture
Store_C,2020-07-27 07:59:06,1545.59,Toys
Store_D,2021-12-17 05:35:22,849.2,Clothing
Store_D,2021-02-02 03:02:39,1076.78,Electronics
Store_C,2020-06-28 13:24:00,586.93,Toys
Store_D,2021-12-31 02:41:48,154.74,NULL
Store_E,2022-12-18 01:33:24,165.42,Electronics
Store_A,2021-05-16 21:02:34,1783.2,Groceries
Store_B,2020-07-16 17:18:49,315.73,Furniture
Store_E,2022-10-15 00:47:03,312.12,Furniture
Store_E,2021-04-10 19:35:31,22.01,Groceries
Store_D,2022-07-04 10:16:13,286.37,Toys
Store_A,NULL,1453.97,Furniture
Store_D,2020-11-08 05:02:30,120.51,NULL
Store_E,2022-02-08 01:15:59,32.32,NULL
Store_B,2020-01-30 07:02:12,1580.76,Toys
Store_E,NULL,1880.09,NULL
Store_E,2022-09-15 19:33:21,1349.38,Furniture
Store_C,2020-12-02 11:06:18,805.38,Groceries
Store_D,NULL,1393.39,Toys
Store_E,2021-04-10 11:13:26,414.88,Electronics
Store_B,2021-09-08 23:29:11,1879.46,Electronics
Store_E,2022-04-18 12:20:20,1035.42,NULL
Store_C,2021-02-24 07:42:52,562.9,Furniture
Store_E,2021-05-14 09:23:09,1139.39,Furniture
Store_C,2021-08-10 10:33:34,121.37,Toys
Store_D,2022-01-04 05:11:40,206.0,Electronics
Store_A,2022-09-01 20:46:31,1199.58,Clothing
Store_B,2021-06-15 01:07:02,303.79,Furniture
Store_A,2022-06-25 12:27:30,671.15,Toys
Store_D,2020-01-21 16:26:51,356.92,Groceries
Store_E,2020-12-26 15:10:52,740.72,Groceries
Store_D,2022-01-04 23:42:14,588.98,Clothing
Store_B,2021-11-09 10:37:29,771.4,Electronics
Store_B,2020-12-07 16:59:23,305.99,Toys
Store_C,2021-03-11 00:30:05,1854.28,Furniture
Store_D,2021-04-29 10:16:39,708.19,Groceries
Store_D,NULL,634.24,Groceries
Store_B,2021-08-15 06:37:14,1041.04,Toys
Store_B,2022-02-06 14:57:40,1667.73,Toys
Store_C,2022-05-06 05:28:37,269.92,Toys
Store_D,2022-07-15 23:23:21,51.36,Electronics
Store_D,2020-06-27 10:51:13,395.37,Furniture
Store_C,NULL,743.57,NULL
Store_B,2020-03-13 12:44:49,810.43,NULL
Store_E,2020-05-26 11:45:06,56.57,Electronics
Store_E,NULL,60.36,Groceries
Store_D,2021-06-03 21:54:42,190.64,Groceries
Store_A,2020-10-27 00:59:52,398.98,Electronics
Store_B,2022-06-06 13:08:48,657.22,Electronics
Store_E,2021-09-30 19:52:37,67.19,Toys
Store_D,2022-05-05 00:40:34,1207.03,Electronics
Store_D,2021-09-21 04:39:46,1108.77,Electronics
Store_C,2020-05-01 03:17:42,1110.26,NULL
Store_E,2022-04-27 21:36:28,1114.34,Groceries
Store_A,2020-09-02 00:50:20,1604.66,Toys
Store_B,2020-10-14 05:24:14,894.77,Furniture
Store_B,2020-09-25 07:05:59,1742.64,Clothing
Store_C,2020-10-17 19:40:39,1513.62,NULL
Store_D,2022-08-06 02:52:58,496.54,Clothing
Store_D,2020-04-14 06:14:57,433.17,Toys
Store_A,2020-03-10 17:20:41,1944.46,Electronics
Store_D,2021-05-19 06:42:58,515.74,Groceries
Store_C,NULL,998.79,Clothing
Store_E,2020-01-20 07:13:44,329.1,Clothing
Store_E,2022-07-15 04:08:14,843.21,Electronics
